[INFO 2017-06-15 15:14:25,739 main.py:112] Namespace(batch_size=32, display=False, image_size=11, init_model_path='', learning_rate=0.001, method='unsupervised', motion_range=5, save_dir='./model', test=False, test_epoch=100, test_interval=100, train=True, train_epoch=10000)
[INFO 2017-06-15 15:14:29,081 main.py:103] epoch 0, training loss: 29718.16, average training loss: 29718.16
[INFO 2017-06-15 15:15:09,696 main.py:103] epoch 31, training loss: 8940.27, average training loss: 12794.37
[INFO 2017-06-15 15:15:11,194 main.py:103] epoch 32, training loss: 8404.63, average training loss: 12661.35
[INFO 2017-06-15 15:15:12,689 main.py:103] epoch 33, training loss: 8090.24, average training loss: 12526.90
[INFO 2017-06-15 15:15:14,184 main.py:103] epoch 34, training loss: 7958.25, average training loss: 12396.37
[INFO 2017-06-15 15:15:15,683 main.py:103] epoch 35, training loss: 7893.33, average training loss: 12271.29
[INFO 2017-06-15 15:15:17,179 main.py:103] epoch 36, training loss: 9227.97, average training loss: 12189.03
[INFO 2017-06-15 15:15:18,676 main.py:103] epoch 37, training loss: 8227.73, average training loss: 12084.79
[INFO 2017-06-15 15:15:20,173 main.py:103] epoch 38, training loss: 7861.77, average training loss: 11976.51
[INFO 2017-06-15 15:15:21,669 main.py:103] epoch 39, training loss: 7867.50, average training loss: 11873.78
[INFO 2017-06-15 15:15:23,170 main.py:103] epoch 40, training loss: 7812.32, average training loss: 11774.72
[INFO 2017-06-15 15:15:24,666 main.py:103] epoch 41, training loss: 7834.39, average training loss: 11680.90
[INFO 2017-06-15 15:15:26,163 main.py:103] epoch 42, training loss: 8445.91, average training loss: 11605.67
[INFO 2017-06-15 15:15:27,662 main.py:103] epoch 43, training loss: 8049.33, average training loss: 11524.85
[INFO 2017-06-15 15:15:29,161 main.py:103] epoch 44, training loss: 9207.85, average training loss: 11473.36
[INFO 2017-06-15 15:15:30,658 main.py:103] epoch 45, training loss: 7846.52, average training loss: 11394.51
[INFO 2017-06-15 15:15:32,166 main.py:103] epoch 46, training loss: 8227.58, average training loss: 11327.13
[INFO 2017-06-15 15:15:33,663 main.py:103] epoch 47, training loss: 7485.83, average training loss: 11247.10
[INFO 2017-06-15 15:15:35,160 main.py:103] epoch 48, training loss: 8000.08, average training loss: 11180.84
[INFO 2017-06-15 15:15:36,655 main.py:103] epoch 49, training loss: 8117.98, average training loss: 11119.58
[INFO 2017-06-15 15:15:38,157 main.py:103] epoch 50, training loss: 9179.68, average training loss: 11081.54
[INFO 2017-06-15 15:15:39,655 main.py:103] epoch 51, training loss: 9366.84, average training loss: 11048.57
[INFO 2017-06-15 15:15:41,152 main.py:103] epoch 52, training loss: 7698.17, average training loss: 10985.35
[INFO 2017-06-15 15:15:42,649 main.py:103] epoch 53, training loss: 7885.86, average training loss: 10927.96
[INFO 2017-06-15 15:15:44,146 main.py:103] epoch 54, training loss: 8243.60, average training loss: 10879.15
[INFO 2017-06-15 15:15:45,642 main.py:103] epoch 55, training loss: 8296.16, average training loss: 10833.02
[INFO 2017-06-15 15:15:47,139 main.py:103] epoch 56, training loss: 7862.04, average training loss: 10780.90
[INFO 2017-06-15 15:15:48,637 main.py:103] epoch 57, training loss: 8103.69, average training loss: 10734.74
[INFO 2017-06-15 15:15:50,138 main.py:103] epoch 58, training loss: 7800.66, average training loss: 10685.01
[INFO 2017-06-15 15:15:51,667 main.py:103] epoch 59, training loss: 8329.17, average training loss: 10645.75
[INFO 2017-06-15 15:15:53,185 main.py:103] epoch 60, training loss: 7408.44, average training loss: 10592.68
[INFO 2017-06-15 15:15:54,682 main.py:103] epoch 61, training loss: 8178.27, average training loss: 10553.74
[INFO 2017-06-15 15:15:56,180 main.py:103] epoch 62, training loss: 8329.00, average training loss: 10518.42
[INFO 2017-06-15 15:15:57,677 main.py:103] epoch 63, training loss: 8553.44, average training loss: 10487.72
[INFO 2017-06-15 15:15:59,177 main.py:103] epoch 64, training loss: 7803.42, average training loss: 10446.42
[INFO 2017-06-15 15:16:00,678 main.py:103] epoch 65, training loss: 8224.20, average training loss: 10412.75
[INFO 2017-06-15 15:16:02,176 main.py:103] epoch 66, training loss: 7894.74, average training loss: 10375.17
[INFO 2017-06-15 15:16:03,673 main.py:103] epoch 67, training loss: 7958.76, average training loss: 10339.63
[INFO 2017-06-15 15:16:05,172 main.py:103] epoch 68, training loss: 7863.79, average training loss: 10303.75
[INFO 2017-06-15 15:16:06,671 main.py:103] epoch 69, training loss: 8010.99, average training loss: 10271.00
[INFO 2017-06-15 15:16:08,178 main.py:103] epoch 70, training loss: 7434.53, average training loss: 10231.05
[INFO 2017-06-15 15:16:09,678 main.py:103] epoch 71, training loss: 7775.98, average training loss: 10196.95
[INFO 2017-06-15 15:16:11,177 main.py:103] epoch 72, training loss: 7855.21, average training loss: 10164.87
[INFO 2017-06-15 15:16:12,676 main.py:103] epoch 73, training loss: 8111.63, average training loss: 10137.13
[INFO 2017-06-15 15:16:14,174 main.py:103] epoch 74, training loss: 6816.47, average training loss: 10092.85
[INFO 2017-06-15 15:16:15,676 main.py:103] epoch 75, training loss: 7871.50, average training loss: 10063.62
[INFO 2017-06-15 15:16:17,175 main.py:103] epoch 76, training loss: 8212.39, average training loss: 10039.58
[INFO 2017-06-15 15:16:18,682 main.py:103] epoch 77, training loss: 8198.15, average training loss: 10015.97
[INFO 2017-06-15 15:16:20,199 main.py:103] epoch 78, training loss: 8054.98, average training loss: 9991.15
[INFO 2017-06-15 15:16:21,698 main.py:103] epoch 79, training loss: 7704.46, average training loss: 9962.57
[INFO 2017-06-15 15:16:23,207 main.py:103] epoch 80, training loss: 6812.39, average training loss: 9923.67
[INFO 2017-06-15 15:16:24,704 main.py:103] epoch 81, training loss: 8125.21, average training loss: 9901.74
[INFO 2017-06-15 15:16:26,202 main.py:103] epoch 82, training loss: 8541.99, average training loss: 9885.36
[INFO 2017-06-15 15:16:27,699 main.py:103] epoch 83, training loss: 7613.89, average training loss: 9858.32
[INFO 2017-06-15 15:16:29,195 main.py:103] epoch 84, training loss: 7802.74, average training loss: 9834.13
[INFO 2017-06-15 15:16:30,692 main.py:103] epoch 85, training loss: 7253.08, average training loss: 9804.12
[INFO 2017-06-15 15:16:32,187 main.py:103] epoch 86, training loss: 8166.46, average training loss: 9785.30
[INFO 2017-06-15 15:16:33,682 main.py:103] epoch 87, training loss: 7973.17, average training loss: 9764.71
[INFO 2017-06-15 15:16:35,177 main.py:103] epoch 88, training loss: 8598.56, average training loss: 9751.60
[INFO 2017-06-15 15:16:36,673 main.py:103] epoch 89, training loss: 7815.92, average training loss: 9730.10
[INFO 2017-06-15 15:16:38,168 main.py:103] epoch 90, training loss: 7145.14, average training loss: 9701.69
[INFO 2017-06-15 15:16:39,664 main.py:103] epoch 91, training loss: 8198.80, average training loss: 9685.35
[INFO 2017-06-15 15:16:41,159 main.py:103] epoch 92, training loss: 6889.91, average training loss: 9655.30
[INFO 2017-06-15 15:16:42,656 main.py:103] epoch 93, training loss: 7250.69, average training loss: 9629.71
[INFO 2017-06-15 15:16:44,151 main.py:103] epoch 94, training loss: 7945.79, average training loss: 9611.99
[INFO 2017-06-15 15:16:45,648 main.py:103] epoch 95, training loss: 7105.35, average training loss: 9585.88
[INFO 2017-06-15 15:16:47,147 main.py:103] epoch 96, training loss: 9196.68, average training loss: 9581.87
[INFO 2017-06-15 15:16:48,644 main.py:103] epoch 97, training loss: 8556.84, average training loss: 9571.41
[INFO 2017-06-15 15:16:50,142 main.py:103] epoch 98, training loss: 7732.32, average training loss: 9552.83
[INFO 2017-06-15 15:16:51,641 main.py:103] epoch 99, training loss: 7530.87, average training loss: 9532.61
[INFO 2017-06-15 15:16:51,641 main.py:105] epoch 99, testing
[INFO 2017-06-15 15:18:07,224 main.py:54] average testing loss: 7652.69
[INFO 2017-06-15 15:18:07,228 main.py:21] model save to ./model/final.pth
[INFO 2017-06-15 15:18:07,236 main.py:25] current best accuracy: 7652.69
[INFO 2017-06-15 15:18:08,731 main.py:103] epoch 100, training loss: 7291.35, average training loss: 9510.42
[INFO 2017-06-15 15:18:10,228 main.py:103] epoch 101, training loss: 6899.50, average training loss: 9484.82
[INFO 2017-06-15 15:18:11,725 main.py:103] epoch 102, training loss: 6998.68, average training loss: 9460.69
[INFO 2017-06-15 15:18:13,226 main.py:103] epoch 103, training loss: 9052.48, average training loss: 9456.76
[INFO 2017-06-15 15:18:14,725 main.py:103] epoch 104, training loss: 7514.82, average training loss: 9438.27
[INFO 2017-06-15 15:18:16,226 main.py:103] epoch 105, training loss: 7693.72, average training loss: 9421.81
[INFO 2017-06-15 15:18:17,725 main.py:103] epoch 106, training loss: 7493.16, average training loss: 9403.78
[INFO 2017-06-15 15:18:19,229 main.py:103] epoch 107, training loss: 8041.72, average training loss: 9391.17
[INFO 2017-06-15 15:18:20,729 main.py:103] epoch 108, training loss: 6929.20, average training loss: 9368.58
[INFO 2017-06-15 15:18:22,227 main.py:103] epoch 109, training loss: 8350.14, average training loss: 9359.33
[INFO 2017-06-15 15:18:23,725 main.py:103] epoch 110, training loss: 7359.51, average training loss: 9341.31
[INFO 2017-06-15 15:18:25,223 main.py:103] epoch 111, training loss: 7677.76, average training loss: 9326.46
[INFO 2017-06-15 15:18:26,742 main.py:103] epoch 112, training loss: 7287.51, average training loss: 9308.41
[INFO 2017-06-15 15:18:28,239 main.py:103] epoch 113, training loss: 7001.97, average training loss: 9288.18
[INFO 2017-06-15 15:18:29,737 main.py:103] epoch 114, training loss: 7788.88, average training loss: 9275.14
[INFO 2017-06-15 15:18:31,233 main.py:103] epoch 115, training loss: 8283.54, average training loss: 9266.59
[INFO 2017-06-15 15:18:32,731 main.py:103] epoch 116, training loss: 7753.75, average training loss: 9253.66
[INFO 2017-06-15 15:18:34,229 main.py:103] epoch 117, training loss: 7299.87, average training loss: 9237.11
[INFO 2017-06-15 15:18:35,727 main.py:103] epoch 118, training loss: 7898.10, average training loss: 9225.85
[INFO 2017-06-15 15:18:37,224 main.py:103] epoch 119, training loss: 7254.24, average training loss: 9209.42
[INFO 2017-06-15 15:18:38,725 main.py:103] epoch 120, training loss: 6844.66, average training loss: 9189.88
[INFO 2017-06-15 15:18:40,227 main.py:103] epoch 121, training loss: 7515.22, average training loss: 9176.15
[INFO 2017-06-15 15:18:41,728 main.py:103] epoch 122, training loss: 7324.70, average training loss: 9161.10
[INFO 2017-06-15 15:18:43,229 main.py:103] epoch 123, training loss: 8293.51, average training loss: 9154.11
[INFO 2017-06-15 15:18:44,747 main.py:103] epoch 124, training loss: 6918.44, average training loss: 9136.22
[INFO 2017-06-15 15:18:46,250 main.py:103] epoch 125, training loss: 7165.78, average training loss: 9120.58
[INFO 2017-06-15 15:18:47,748 main.py:103] epoch 126, training loss: 6928.30, average training loss: 9103.32
[INFO 2017-06-15 15:18:49,255 main.py:103] epoch 127, training loss: 6714.36, average training loss: 9084.66
[INFO 2017-06-15 15:18:50,758 main.py:103] epoch 128, training loss: 7385.45, average training loss: 9071.48
[INFO 2017-06-15 15:18:52,265 main.py:103] epoch 129, training loss: 7678.39, average training loss: 9060.77
[INFO 2017-06-15 15:18:53,766 main.py:103] epoch 130, training loss: 7128.65, average training loss: 9046.02
[INFO 2017-06-15 15:18:55,267 main.py:103] epoch 131, training loss: 7395.24, average training loss: 9033.51
[INFO 2017-06-15 15:18:56,769 main.py:103] epoch 132, training loss: 7666.41, average training loss: 9023.23
[INFO 2017-06-15 15:18:58,269 main.py:103] epoch 133, training loss: 7296.36, average training loss: 9010.35
[INFO 2017-06-15 15:18:59,769 main.py:103] epoch 134, training loss: 7688.78, average training loss: 9000.56
[INFO 2017-06-15 15:19:01,269 main.py:103] epoch 135, training loss: 6956.87, average training loss: 8985.53
[INFO 2017-06-15 15:19:02,768 main.py:103] epoch 136, training loss: 6943.29, average training loss: 8970.62
[INFO 2017-06-15 15:19:04,268 main.py:103] epoch 137, training loss: 7382.64, average training loss: 8959.12
[INFO 2017-06-15 15:19:05,768 main.py:103] epoch 138, training loss: 8224.06, average training loss: 8953.83
[INFO 2017-06-15 15:19:07,268 main.py:103] epoch 139, training loss: 7518.86, average training loss: 8943.58
[INFO 2017-06-15 15:19:08,767 main.py:103] epoch 140, training loss: 7398.85, average training loss: 8932.62
[INFO 2017-06-15 15:19:10,266 main.py:103] epoch 141, training loss: 7212.79, average training loss: 8920.51
[INFO 2017-06-15 15:19:11,766 main.py:103] epoch 142, training loss: 8282.81, average training loss: 8916.05
[INFO 2017-06-15 15:19:13,266 main.py:103] epoch 143, training loss: 7204.59, average training loss: 8904.17
[INFO 2017-06-15 15:19:14,766 main.py:103] epoch 144, training loss: 7166.40, average training loss: 8892.18
[INFO 2017-06-15 15:19:16,266 main.py:103] epoch 145, training loss: 7758.25, average training loss: 8884.41
[INFO 2017-06-15 15:19:17,766 main.py:103] epoch 146, training loss: 8505.09, average training loss: 8881.83
[INFO 2017-06-15 15:19:19,266 main.py:103] epoch 147, training loss: 7388.29, average training loss: 8871.74
[INFO 2017-06-15 15:19:20,766 main.py:103] epoch 148, training loss: 7664.55, average training loss: 8863.64
[INFO 2017-06-15 15:19:22,265 main.py:103] epoch 149, training loss: 6782.20, average training loss: 8849.76
[INFO 2017-06-15 15:19:23,765 main.py:103] epoch 150, training loss: 7689.95, average training loss: 8842.08
[INFO 2017-06-15 15:19:25,264 main.py:103] epoch 151, training loss: 6825.22, average training loss: 8828.82
[INFO 2017-06-15 15:19:26,764 main.py:103] epoch 152, training loss: 7256.84, average training loss: 8818.54
[INFO 2017-06-15 15:19:28,265 main.py:103] epoch 153, training loss: 7788.78, average training loss: 8811.85
[INFO 2017-06-15 15:19:29,766 main.py:103] epoch 154, training loss: 7981.57, average training loss: 8806.50
[INFO 2017-06-15 15:19:31,263 main.py:103] epoch 155, training loss: 7942.75, average training loss: 8800.96
[INFO 2017-06-15 15:19:32,760 main.py:103] epoch 156, training loss: 6858.93, average training loss: 8788.59
[INFO 2017-06-15 15:19:34,258 main.py:103] epoch 157, training loss: 7209.26, average training loss: 8778.60
[INFO 2017-06-15 15:19:35,756 main.py:103] epoch 158, training loss: 6976.69, average training loss: 8767.26
[INFO 2017-06-15 15:19:37,256 main.py:103] epoch 159, training loss: 7045.48, average training loss: 8756.50
[INFO 2017-06-15 15:19:38,754 main.py:103] epoch 160, training loss: 7367.41, average training loss: 8747.87
[INFO 2017-06-15 15:19:40,252 main.py:103] epoch 161, training loss: 7139.17, average training loss: 8737.94
[INFO 2017-06-15 15:19:41,754 main.py:103] epoch 162, training loss: 7511.19, average training loss: 8730.42
[INFO 2017-06-15 15:19:43,251 main.py:103] epoch 163, training loss: 6896.05, average training loss: 8719.23
[INFO 2017-06-15 15:19:44,748 main.py:103] epoch 164, training loss: 7383.76, average training loss: 8711.14
[INFO 2017-06-15 15:19:46,244 main.py:103] epoch 165, training loss: 7174.03, average training loss: 8701.88
[INFO 2017-06-15 15:19:47,743 main.py:103] epoch 166, training loss: 7237.94, average training loss: 8693.11
[INFO 2017-06-15 15:19:49,241 main.py:103] epoch 167, training loss: 7202.98, average training loss: 8684.24
[INFO 2017-06-15 15:19:50,738 main.py:103] epoch 168, training loss: 7186.16, average training loss: 8675.38
[INFO 2017-06-15 15:19:52,236 main.py:103] epoch 169, training loss: 7162.46, average training loss: 8666.48
[INFO 2017-06-15 15:19:53,733 main.py:103] epoch 170, training loss: 7902.27, average training loss: 8662.01
[INFO 2017-06-15 15:19:55,231 main.py:103] epoch 171, training loss: 7624.87, average training loss: 8655.98
[INFO 2017-06-15 15:19:56,728 main.py:103] epoch 172, training loss: 7523.37, average training loss: 8649.43
[INFO 2017-06-15 15:19:58,224 main.py:103] epoch 173, training loss: 6904.09, average training loss: 8639.40
[INFO 2017-06-15 15:19:59,721 main.py:103] epoch 174, training loss: 6711.41, average training loss: 8628.38
[INFO 2017-06-15 15:20:01,217 main.py:103] epoch 175, training loss: 7158.04, average training loss: 8620.03
[INFO 2017-06-15 15:20:02,714 main.py:103] epoch 176, training loss: 7711.13, average training loss: 8614.90
[INFO 2017-06-15 15:20:04,211 main.py:103] epoch 177, training loss: 7068.33, average training loss: 8606.21
[INFO 2017-06-15 15:20:05,708 main.py:103] epoch 178, training loss: 7454.01, average training loss: 8599.77
[INFO 2017-06-15 15:20:07,204 main.py:103] epoch 179, training loss: 7138.97, average training loss: 8591.65
[INFO 2017-06-15 15:20:08,699 main.py:103] epoch 180, training loss: 7294.14, average training loss: 8584.49
[INFO 2017-06-15 15:20:10,197 main.py:103] epoch 181, training loss: 7542.82, average training loss: 8578.76
[INFO 2017-06-15 15:20:11,693 main.py:103] epoch 182, training loss: 7338.00, average training loss: 8571.98
[INFO 2017-06-15 15:20:13,190 main.py:103] epoch 183, training loss: 7192.42, average training loss: 8564.48
[INFO 2017-06-15 15:20:14,688 main.py:103] epoch 184, training loss: 7014.66, average training loss: 8556.11
[INFO 2017-06-15 15:20:16,185 main.py:103] epoch 185, training loss: 7818.57, average training loss: 8552.14
[INFO 2017-06-15 15:20:17,682 main.py:103] epoch 186, training loss: 7604.23, average training loss: 8547.07
[INFO 2017-06-15 15:20:19,179 main.py:103] epoch 187, training loss: 7009.94, average training loss: 8538.90
[INFO 2017-06-15 15:20:20,676 main.py:103] epoch 188, training loss: 7117.45, average training loss: 8531.38
[INFO 2017-06-15 15:20:22,172 main.py:103] epoch 189, training loss: 6850.31, average training loss: 8522.53
[INFO 2017-06-15 15:20:23,669 main.py:103] epoch 190, training loss: 7325.80, average training loss: 8516.26
[INFO 2017-06-15 15:20:25,167 main.py:103] epoch 191, training loss: 7171.15, average training loss: 8509.26
[INFO 2017-06-15 15:20:26,664 main.py:103] epoch 192, training loss: 6775.04, average training loss: 8500.27
[INFO 2017-06-15 15:20:28,165 main.py:103] epoch 193, training loss: 7397.25, average training loss: 8494.59
[INFO 2017-06-15 15:20:29,663 main.py:103] epoch 194, training loss: 6922.13, average training loss: 8486.52
[INFO 2017-06-15 15:20:31,161 main.py:103] epoch 195, training loss: 7608.96, average training loss: 8482.04
[INFO 2017-06-15 15:20:32,658 main.py:103] epoch 196, training loss: 7513.34, average training loss: 8477.13
[INFO 2017-06-15 15:20:34,155 main.py:103] epoch 197, training loss: 6616.00, average training loss: 8467.73
[INFO 2017-06-15 15:20:35,657 main.py:103] epoch 198, training loss: 7570.57, average training loss: 8463.22
[INFO 2017-06-15 15:20:37,158 main.py:103] epoch 199, training loss: 6869.39, average training loss: 8455.25
[INFO 2017-06-15 15:20:37,159 main.py:105] epoch 199, testing
[INFO 2017-06-15 15:21:53,773 main.py:54] average testing loss: 7243.50
[INFO 2017-06-15 15:21:53,777 main.py:21] model save to ./model/final.pth
[INFO 2017-06-15 15:21:53,786 main.py:25] current best accuracy: 7243.50
[INFO 2017-06-15 15:21:55,288 main.py:103] epoch 200, training loss: 7446.13, average training loss: 8450.23
[INFO 2017-06-15 15:21:56,788 main.py:103] epoch 201, training loss: 8154.21, average training loss: 8448.76
[INFO 2017-06-15 15:21:58,291 main.py:103] epoch 202, training loss: 6483.32, average training loss: 8439.08
[INFO 2017-06-15 15:21:59,790 main.py:103] epoch 203, training loss: 8195.53, average training loss: 8437.89
[INFO 2017-06-15 15:22:01,292 main.py:103] epoch 204, training loss: 7271.21, average training loss: 8432.20
[INFO 2017-06-15 15:22:02,791 main.py:103] epoch 205, training loss: 7013.59, average training loss: 8425.31
[INFO 2017-06-15 15:22:04,290 main.py:103] epoch 206, training loss: 7143.85, average training loss: 8419.12
[INFO 2017-06-15 15:22:05,789 main.py:103] epoch 207, training loss: 7432.83, average training loss: 8414.38
[INFO 2017-06-15 15:22:07,327 main.py:103] epoch 208, training loss: 8073.86, average training loss: 8412.75
[INFO 2017-06-15 15:22:08,833 main.py:103] epoch 209, training loss: 7487.57, average training loss: 8408.34
[INFO 2017-06-15 15:22:10,373 main.py:103] epoch 210, training loss: 6523.12, average training loss: 8399.41
[INFO 2017-06-15 15:22:11,876 main.py:103] epoch 211, training loss: 6726.29, average training loss: 8391.52
[INFO 2017-06-15 15:22:13,377 main.py:103] epoch 212, training loss: 7594.57, average training loss: 8387.78
[INFO 2017-06-15 15:22:14,879 main.py:103] epoch 213, training loss: 7188.96, average training loss: 8382.17
[INFO 2017-06-15 15:22:16,378 main.py:103] epoch 214, training loss: 7660.53, average training loss: 8378.82
[INFO 2017-06-15 15:22:17,878 main.py:103] epoch 215, training loss: 6574.94, average training loss: 8370.47
[INFO 2017-06-15 15:22:19,378 main.py:103] epoch 216, training loss: 7258.45, average training loss: 8365.34
[INFO 2017-06-15 15:22:20,878 main.py:103] epoch 217, training loss: 7949.78, average training loss: 8363.43
[INFO 2017-06-15 15:22:22,379 main.py:103] epoch 218, training loss: 6447.33, average training loss: 8354.69
[INFO 2017-06-15 15:22:23,879 main.py:103] epoch 219, training loss: 7095.80, average training loss: 8348.96
[INFO 2017-06-15 15:22:25,377 main.py:103] epoch 220, training loss: 7116.24, average training loss: 8343.39
[INFO 2017-06-15 15:22:26,877 main.py:103] epoch 221, training loss: 6239.25, average training loss: 8333.91
[INFO 2017-06-15 15:22:28,374 main.py:103] epoch 222, training loss: 7242.57, average training loss: 8329.01
[INFO 2017-06-15 15:22:29,874 main.py:103] epoch 223, training loss: 6770.75, average training loss: 8322.06
[INFO 2017-06-15 15:22:31,375 main.py:103] epoch 224, training loss: 7552.00, average training loss: 8318.63
[INFO 2017-06-15 15:22:32,877 main.py:103] epoch 225, training loss: 6852.70, average training loss: 8312.15
[INFO 2017-06-15 15:22:34,381 main.py:103] epoch 226, training loss: 6339.35, average training loss: 8303.46
[INFO 2017-06-15 15:22:35,883 main.py:103] epoch 227, training loss: 6789.52, average training loss: 8296.82
[INFO 2017-06-15 15:22:37,385 main.py:103] epoch 228, training loss: 6997.93, average training loss: 8291.14
[INFO 2017-06-15 15:22:38,910 main.py:103] epoch 229, training loss: 6506.84, average training loss: 8283.39
[INFO 2017-06-15 15:22:40,411 main.py:103] epoch 230, training loss: 6796.56, average training loss: 8276.95
[INFO 2017-06-15 15:22:41,914 main.py:103] epoch 231, training loss: 7740.20, average training loss: 8274.64
[INFO 2017-06-15 15:22:43,418 main.py:103] epoch 232, training loss: 7943.44, average training loss: 8273.22
[INFO 2017-06-15 15:22:44,920 main.py:103] epoch 233, training loss: 7037.44, average training loss: 8267.93
[INFO 2017-06-15 15:22:46,422 main.py:103] epoch 234, training loss: 7764.85, average training loss: 8265.79
[INFO 2017-06-15 15:22:47,924 main.py:103] epoch 235, training loss: 7741.48, average training loss: 8263.57
[INFO 2017-06-15 15:22:49,460 main.py:103] epoch 236, training loss: 6727.33, average training loss: 8257.09
[INFO 2017-06-15 15:22:50,986 main.py:103] epoch 237, training loss: 6949.96, average training loss: 8251.60
[INFO 2017-06-15 15:22:52,511 main.py:103] epoch 238, training loss: 7672.61, average training loss: 8249.18
[INFO 2017-06-15 15:22:54,032 main.py:103] epoch 239, training loss: 6493.65, average training loss: 8241.86
[INFO 2017-06-15 15:22:55,533 main.py:103] epoch 240, training loss: 7396.37, average training loss: 8238.35
[INFO 2017-06-15 15:22:57,034 main.py:103] epoch 241, training loss: 6979.13, average training loss: 8233.15
[INFO 2017-06-15 15:22:58,537 main.py:103] epoch 242, training loss: 7940.91, average training loss: 8231.95
[INFO 2017-06-15 15:23:00,037 main.py:103] epoch 243, training loss: 7869.34, average training loss: 8230.46
[INFO 2017-06-15 15:23:01,540 main.py:103] epoch 244, training loss: 7037.91, average training loss: 8225.59
[INFO 2017-06-15 15:23:03,040 main.py:103] epoch 245, training loss: 6733.46, average training loss: 8219.53
[INFO 2017-06-15 15:23:04,540 main.py:103] epoch 246, training loss: 6716.37, average training loss: 8213.44
[INFO 2017-06-15 15:23:06,040 main.py:103] epoch 247, training loss: 7023.92, average training loss: 8208.65
[INFO 2017-06-15 15:23:07,540 main.py:103] epoch 248, training loss: 7116.33, average training loss: 8204.26
[INFO 2017-06-15 15:23:09,041 main.py:103] epoch 249, training loss: 6696.78, average training loss: 8198.23
[INFO 2017-06-15 15:23:10,541 main.py:103] epoch 250, training loss: 7421.34, average training loss: 8195.13
[INFO 2017-06-15 15:23:12,042 main.py:103] epoch 251, training loss: 7523.67, average training loss: 8192.47
